CarID,ModelID,DealerID,Year_of_Manufacturing,Mileage,Price
C38298,M003,D035,1997,170325,2960
C09200,M019,D031,1996,105265,4998
C23928,M027,D046,2021,1000,27901
C12679,M048,D045,2012,60565,18631
C29696,M045,D010,2006,87730,34781
C30186,M019,D020,1995,153651,3200
C11906,M073,D031,2012,53470,14665
C17319,M069,D044,1995,212450,5429
C18401,M023,D044,1990,186760,1593
C20291,M044,D024,2009,81833,8118
C12267,M022,D016,2002,158175,2626
C02468,M003,D047,2020,20796,39913
C32166,M015,D003,2006,85464,17248
C00262,M018,D010,2016,16626,33172
C46832,M026,D007,2019,18938,56307
C26238,M005,D017,2009,65445,13683
C30802,M023,D048,1995,282424,931
C40974,M018,D014,2000,161122,4143
C18342,M032,D016,1998,136414,2661
C35022,M028,D018,2012,40665,10943
C28057,M005,D019,1997,181810,2510
C38951,M073,D021,2000,147147,3330
C11100,M023,D021,2000,161248,3856
C44661,M113,D006,2004,202050,7835
C19840,M106,D043,2012,70346,35969
C42489,M018,D049,2000,72034,8149
C26512,M068,D021,2001,114204,6414
C12342,M026,D044,2015,43803,37357
C08685,M006,D031,1999,173463,4183
C20343,M026,D002,2009,92585,18117
C36793,M017,D005,1990,211325,1534
C37451,M016,D018,1994,287506,941
C31388,M003,D017,1990,197499,1468
C35867,M040,D020,1999,260513,1689
C47405,M050,D048,1988,318837,359
C48432,M025,D029,2018,21589,31270
C20079,M047,D005,2011,77668,17372
C33115,M093,D010,1990,112321,3878
C45647,M066,D019,2003,110080,4781
C49909,M022,D036,2011,55061,10260
C15579,M050,D019,2004,52737,9799
C05855,M044,D019,2009,109854,6630
C33580,M102,D043,1998,152571,5270
C08778,M086,D017,2020,21842,56914
C18179,M073,D020,2016,52935,19211
C45458,M001,D041,2006,123325,13617
C32195,M043,D030,2013,60975,62370
C17204,M020,D003,2019,15431,23329
C09605,M022,D025,2000,116803,3196
C42378,M006,D037,2014,18922,34329
C26889,M008,D009,2013,19113,39747
C09367,M023,D003,2014,49945,22280
C40908,M068,D006,1994,148007,3082
C38392,M022,D002,2018,26218,19454
C30782,M071,D029,1991,172719,1843
C41040,M070,D037,1986,446897,167
C12264,M006,D013,2015,91300,23207
C01034,M050,D002,2005,138391,5655
C00594,M017,D039,2012,99767,16624
C29891,M044,D040,2015,79433,12314
C45257,M014,D029,2019,29387,32114
C09680,M016,D042,2006,132016,8267
C44500,M034,D034,1999,142582,3213
C16753,M028,D025,1996,135393,1933
C08225,M089,D021,1996,201564,1688
C32475,M006,D035,1995,184071,2925
C21239,M070,D002,1995,90151,7777
C12209,M068,D043,1986,241059,803
C34466,M003,D024,1995,176715,2453
C27555,M070,D025,2007,98183,16337
C37097,M028,D012,2002,129413,3024
C11735,M106,D033,2006,116424,17326
C34770,M008,D028,1990,236626,1626
C07452,M032,D044,1997,175859,1797
C40345,M045,D030,2017,31540,103985
C31113,M001,D020,2001,76915,13695
C02917,M005,D022,2015,57649,21472
C05605,M072,D032,1991,171700,1564
C21127,M033,D042,2012,103270,17935
C01292,M026,D045,2008,63181,20731
C03429,M013,D039,2002,205959,2871
C04767,M043,D001,2009,8968,64795
C21146,M003,D022,2004,111896,7545
C38280,M034,D022,2016,52000,19206
C00874,M009,D002,1986,311658,316
C27566,M016,D012,2006,96234,10841
C37150,M041,D028,2007,132975,5327
C04538,M040,D025,2008,100189,12015
C35622,M005,D007,2003,142030,5219
C01820,M026,D042,2013,71157,27445
C41602,M028,D041,2002,111098,3481
C15017,M040,D046,2002,68460,10053
C47521,M013,D012,2012,22821,21916
C28788,M020,D033,2017,22410,19652
C02023,M088,D001,2013,22587,22077
C45653,M072,D035,1991,244233,822
C48318,M030,D018,2005,38612,11918
C30257,M108,D025,1999,181317,1856
C24780,M081,D005,1993,112929,10372
C24580,M078,D042,2021,7449,49635
C45204,M064,D027,1999,141643,4035
C17048,M017,D050,2004,95494,10060
C43366,M016,D049,1995,253825,1379
C33913,M069,D026,2017,39937,88523
C41604,M010,D006,1998,132047,3108
C14612,M002,D044,2009,64624,14993
C49703,M040,D029,1994,138211,3530
C13295,M036,D050,2017,22335,76426
C01929,M030,D026,1988,208104,1052
C19385,M014,D004,1992,339167,404
C26801,M014,D035,1997,208306,1921
C15634,M026,D007,1999,202895,3808
C44090,M013,D040,2003,131892,5726
C09713,M003,D021,1990,175833,1771
C18381,M012,D048,2008,12141,13140
C07150,M001,D035,2011,55015,30817
C14970,M003,D015,1990,285689,654
C27906,M028,D028,2007,117966,4612
C14937,M064,D027,1996,217059,1733
C28919,M050,D025,2002,88744,6739
C43952,M068,D037,2006,102086,9799
C37184,M064,D025,2018,30365,31151
C16529,M060,D001,1989,199150,1301
C01662,M004,D010,2010,61336,10676
C20066,M023,D030,2015,30467,26764
C31483,M026,D046,1997,155511,5001
C03735,M022,D011,1985,58798,1770
C37085,M028,D038,2004,112742,3929
C25768,M041,D016,2006,110119,5944
C37656,M002,D011,1993,186672,2009
C02550,M068,D013,2002,85894,8432
C12605,M010,D020,2010,45440,12746
C36424,M022,D020,2009,50292,9253
C04105,M017,D050,2004,81948,11073
C05069,M013,D001,2004,83760,8762
C43168,M052,D016,2012,55757,27630
C47587,M006,D030,2006,155286,7768
C39055,M008,D046,2008,116205,15003
C26287,M001,D044,1999,129881,8113
C09168,M045,D044,2006,77119,37443
C41768,M023,D007,1995,171090,2544
C08471,M106,D005,2015,75198,42519
C25206,M071,D010,1993,304819,631
C46511,M034,D031,1995,170082,1960
C37760,M090,D023,1991,316549,505
C35481,M082,D005,2019,17949,20868
C04982,M112,D030,2019,37196,28523
C31246,M016,D037,1998,172306,3485
C43199,M069,D026,1996,125226,12088
C47977,M092,D031,2016,25587,20504
C44425,M006,D050,2007,86212,14114
C45595,M001,D012,2009,70104,24445
C43225,M028,D037,2015,42099,13251
C49036,M017,D050,1989,206275,1501
C02306,M028,D001,1993,89834,2232
C37978,M028,D032,1988,191683,708
C14356,M052,D033,2014,41903,34401
C09929,M044,D041,2009,68403,8894
C23748,M041,D006,2015,70920,14315
C08046,M052,D017,2003,78385,13055
C31200,M033,D002,2011,42286,25295
C04786,M074,D041,1999,210508,7981
C09593,M041,D030,2015,59188,15462
C06976,M024,D013,2002,103018,9166
C18366,M014,D017,2019,19310,33980
C12914,M013,D050,1998,188009,2574
C14494,M023,D043,2004,95125,8439
C47157,M076,D023,1996,196966,2007
C37560,M030,D001,2017,51297,24549
C07402,M111,D006,2020,6451,114333
C41838,M045,D045,1992,211356,5018
C06574,M016,D044,2003,142049,6248
C13095,M018,D036,1988,279954,641
C06179,M028,D021,1996,275577,563
C00585,M067,D048,2005,101278,12003
C44721,M070,D003,1995,225013,2568
C39146,M070,D049,1993,110700,5856
C05327,M013,D007,1987,104101,2437
C37405,M006,D010,2002,163404,5561
C28966,M078,D018,2010,101010,13220
C18237,M103,D013,2005,162641,8457
C22313,M050,D032,2018,26181,29203
C38311,M002,D010,1996,147612,3409
C47290,M040,D039,2019,32904,38978
C12896,M101,D038,2012,82281,20370
C35820,M040,D017,1993,209902,1797
C00424,M073,D019,2005,102319,6582
C24868,M103,D034,2010,59782,25489
C13748,M068,D013,2021,6838,48566
C26396,M004,D046,2019,41983,21959
C35871,M001,D031,2001,95342,12031
C43495,M033,D032,1993,112864,4704
C12556,M084,D020,2002,86311,8007
C23271,M099,D019,1989,238527,1183
C42187,M045,D038,2016,48097,88105
C29742,M041,D008,2018,53483,19585
C05748,M011,D047,1989,121521,2890
C04742,M016,D042,1998,116156,5485
C44153,M069,D014,1991,159808,6555
C08963,M014,D028,2003,183653,3557
C39570,M015,D018,2008,95874,18299
C10318,M033,D014,2004,108399,10128
C00251,M005,D043,2018,18334,33119
C24130,M004,D013,1995,206761,1255
C11874,M074,D014,1999,123085,16611
C06419,M069,D031,1993,186882,5951
C49938,M105,D017,1990,81246,7513
C47848,M059,D038,2008,112202,14078
C33386,M020,D049,2017,28418,18998
C38759,M044,D030,2017,31619,19060
C29732,M041,D017,2018,43889,20784
C15032,M021,D009,2019,21039,20055
C00039,M041,D004,2008,129588,5848
C34903,M028,D013,2018,18396,18548
C02693,M033,D012,2011,63496,22135
C19383,M050,D049,1991,122001,2529
C40891,M018,D024,2002,43496,11178
C02256,M050,D035,2006,118032,7090
C19663,M026,D007,2000,152035,6286
C39459,M012,D028,2017,35596,20999
C21287,M021,D006,1987,264074,353
C22970,M081,D025,2017,35573,86645
C22648,M058,D001,1999,105647,4851
C41434,M053,D024,2020,16193,48541
C33644,M005,D037,1986,293244,436
C20349,M012,D050,1991,235672,779
C14468,M019,D032,2018,28791,35888
C28159,M002,D029,2003,162312,4816
C27922,M018,D011,2019,16334,40581
C21212,M013,D013,1997,30761,7708
C13733,M026,D023,1995,280284,1435
C11097,M011,D015,1997,130240,4603
C26739,M018,D009,2000,63689,8613
C36870,M041,D032,2018,23013,23473
C00506,M035,D049,2001,78868,8819
C44390,M030,D007,2010,83527,12436
C32119,M019,D007,2019,33980,37229
C42922,M043,D033,1988,82009,10228
C01101,M011,D025,1999,229552,2251
C46668,M017,D004,2002,177237,4601
C36590,M062,D035,2005,74144,32754
C32508,M028,D030,1991,206406,760
C44074,M022,D046,1988,252641,448
C22812,M005,D036,2016,44779,24875
C35354,M017,D028,2017,47477,33026
C40729,M063,D049,2017,39649,31386
C25610,M041,D012,2009,146383,5467
C01609,M012,D016,2003,123198,4527
C38879,M018,D003,1990,267681,822
C32495,M033,D019,1995,242087,1794
C20444,M022,D032,2005,84363,5656
C17847,M003,D046,2014,86881,17639
C20869,M006,D032,2019,26010,46059
C10736,M037,D022,2005,59947,12393
C05383,M016,D049,1994,224172,1693
C20866,M014,D029,1995,171786,2309
C13105,M046,D035,1990,278811,659
C15687,M005,D038,1996,197733,2045
C48673,M063,D021,2015,40173,27382
C31519,M013,D023,2008,88026,11102
C09622,M022,D043,2016,40952,15624
C11236,M106,D022,2014,53671,45806
C20286,M048,D021,2017,56334,26718
C20242,M028,D008,1994,108992,2074
C18476,M084,D047,2010,66532,15620
C06432,M003,D005,2015,54626,23401
C41662,M073,D044,1997,127373,3192
C47541,M087,D031,2012,69927,38960
C05926,M051,D031,2010,70563,12812
C43100,M075,D017,1989,111104,3809
C26644,M108,D033,2018,25696,20487
C17796,M087,D037,1991,255991,2076
C14872,M111,D009,2020,6061,114563
C01431,M045,D016,1986,191340,4013
C39636,M064,D037,2000,129820,4738
C39040,M011,D028,1993,94852,4605
C45847,M068,D006,2001,184321,3623
C28305,M059,D036,1994,175354,3326
C14506,M052,D032,2015,32009,38988
C13626,M018,D050,2004,101645,8637
C26995,M044,D018,2008,92830,7028
C00622,M099,D035,1985,142992,2076
C21715,M026,D002,2020,15405,61355
C49029,M017,D022,2010,68748,18070
C33280,M007,D004,1998,184154,2138
C12236,M020,D048,1995,95547,2835
C42975,M071,D008,2003,65295,9302
C31794,M068,D040,2012,89275,16036
C16000,M044,D018,2015,74166,12765
C07265,M005,D021,1997,140833,3532
C14239,M040,D036,2006,68139,13153
C25455,M010,D048,2007,67769,9051
C36833,M026,D005,2012,89948,22549
C12797,M080,D040,2006,139549,3926
C40535,M050,D038,2016,50539,22111
C48416,M006,D008,2016,9999,41148
C00749,M065,D038,1992,174037,1496
C16346,M045,D040,1986,342962,979
C00218,M022,D007,2004,160915,2933
C32589,M033,D010,1988,210430,1498
C20193,M016,D019,2012,90000,16913
C42468,M048,D036,1999,141297,4342
C45313,M086,D030,2003,57384,14818
C36459,M050,D043,2015,61901,19241
C47549,M065,D020,1990,108260,2220
C21071,M012,D039,2013,80024,12103
C12419,M040,D025,1999,125803,5433
C15960,M034,D023,2008,65201,10351
C32654,M020,D018,2003,100092,4675
C07539,M040,D021,1990,261856,915
C14402,M007,D041,2004,101692,6192
C42786,M030,D001,2004,168909,4295
C17162,M011,D048,2002,114732,7243
C08482,M103,D006,2013,58401,31410
C07322,M005,D039,1984,278457,439
C30060,M020,D027,2012,83482,9593
C13758,M022,D045,2013,67781,10795
C47845,M006,D009,2005,89461,12072
C08511,M016,D012,1999,103167,6462
C23331,M065,D044,2012,75335,12176
C07340,M016,D003,1994,319116,696
C35862,M037,D037,1993,220166,1564
C39530,M042,D040,1992,83769,4197
C07520,M052,D024,1993,169132,3327
C02944,M075,D044,1987,64363,4636
C41711,M009,D022,2002,103163,5690
C02617,M013,D007,2000,157475,3811
C49962,M050,D026,1993,232687,1127
C23150,M006,D015,1994,240212,1658
C36655,M058,D009,2001,142275,4173
C47692,M041,D047,2015,72437,14170
C42923,M014,D023,2001,235402,1964
C27291,M069,D042,2022,4405,150479
C49373,M018,D021,2018,13412,38564
C07145,M087,D044,2015,51657,53561
C06927,M024,D019,2018,36043,41601
C05924,M068,D001,2020,16341,43207
C01860,M005,D008,2017,38211,27663
C22199,M027,D013,1996,178970,1515
C43162,M014,D043,2010,72999,13420
C38931,M065,D013,1993,229661,979
C07653,M026,D004,2010,54000,25128
C23470,M017,D024,2001,68562,9929
C32210,M006,D042,2018,26149,43055
C06537,M032,D015,2007,102105,6308
C41773,M003,D018,1996,150286,3272
C24248,M008,D013,2000,123438,8325
C09314,M018,D040,2008,76627,13466
C26517,M011,D030,2015,67076,24191
C37296,M068,D026,2016,38935,29104
C05698,M006,D018,2006,84083,13402
C40002,M018,D036,1987,292421,533
C28509,M062,D049,2016,48983,80293
C12478,M105,D033,1998,216542,4287
C49580,M065,D011,2001,163637,2977
C35367,M088,D001,2018,31252,29334
C04153,M072,D021,2017,26256,25282
C32596,M008,D036,2012,64659,28257
C28994,M105,D016,1999,181424,6241
C27508,M014,D039,2008,30357,15338
C14683,M054,D030,2017,55773,33018
C22497,M017,D013,1994,167572,2930
C02604,M029,D005,2000,132672,6123
C09793,M008,D010,2003,112973,11017
C35779,M005,D015,1997,139572,3568
C09106,M006,D035,2002,57495,12266
C08322,M104,D036,2010,84891,17667
C39346,M030,D002,2007,77078,10645
C07162,M037,D039,1993,221219,1549
C35059,M102,D027,1986,310315,569
C46009,M057,D041,2007,164600,3939
C24007,M026,D030,2010,68627,22853
C30839,M006,D038,2005,127757,9068
C42355,M004,D030,1996,199619,1429
C34992,M069,D045,2004,148839,17069
C48614,M050,D043,1999,166624,3006
C29452,M050,D036,1999,86514,5605
C10540,M099,D044,1990,110417,3736
C42687,M017,D021,2015,46945,28999
C01851,M034,D039,1997,133625,3020
C03800,M010,D042,2018,29265,23912
C37713,M032,D008,1996,223941,1101
C33918,M027,D022,1998,185114,1642
C44866,M064,D016,1989,355992,293
C33113,M088,D030,1997,155239,2991
C33364,M073,D020,1985,263971,437
C37687,M034,D026,2018,30933,24913
C29875,M013,D034,1996,253848,1245
C39114,M030,D003,2009,64957,13193
C39899,M043,D019,2015,57565,72849
C46645,M004,D050,1989,216548,771
C22956,M022,D032,2018,35957,18391
C14945,M079,D038,1998,166094,4012
C09193,M006,D021,2000,131056,6331
C07391,M017,D028,1992,85009,4870
C23243,M063,D021,1994,250493,1271
C40797,M058,D014,2014,45995,19782
C31092,M112,D038,1989,195285,1175
C07041,M034,D022,2018,40131,23602
C16928,M021,D040,1991,128681,1499
C22050,M040,D004,2009,44114,18720
C36300,M016,D025,1990,223954,1299
C47057,M028,D017,2003,114378,3630
C39084,M062,D038,2017,55496,82391
C32319,M063,D017,1995,232966,1596
C15748,M007,D041,1993,210601,1214
C24930,M015,D041,1998,66362,11524
C09684,M034,D036,2012,94187,11067
C35160,M023,D045,1988,248096,804
C09937,M022,D046,2003,136647,3344
C32717,M026,D013,2017,30949,46062
C41200,M110,D016,2007,119511,21932
C31929,M068,D047,1994,166449,2645
C32123,M008,D007,2017,28466,49250
C37435,M055,D037,2009,80694,9688
C48863,M070,D042,2020,13621,66457
C46987,M050,D008,2020,14916,35506
C31629,M054,D033,1997,67184,8082
C21617,M093,D046,2007,130515,10469
C41705,M032,D013,1992,142580,1697
C26074,M010,D001,2018,34651,23178
C42879,M006,D044,2014,63483,26261
C22775,M054,D020,2016,46644,32703
C11522,M012,D020,1994,49871,4156
C31259,M028,D047,2016,34051,14858
C13215,M029,D004,2006,40585,17420
C42446,M041,D005,2018,38581,21459
C27319,M016,D010,1993,146217,3101
C29901,M013,D040,1992,259434,906
C28361,M013,D011,2012,46833,19039
C20417,M040,D045,1989,225400,1197
C27306,M044,D031,1998,203775,1468
C16818,M004,D026,1997,61676,4477
C34508,M040,D021,2019,30016,39634
C39169,M041,D001,2017,66598,16834
C15898,M086,D040,2005,114147,11373
C34573,M020,D040,2014,15894,16674
C06197,M021,D030,2011,88048,7703
C41746,M059,D004,2002,144412,7334
C42215,M093,D045,2006,164816,7409
C11343,M068,D035,2014,61451,22138
C14515,M005,D039,1993,69453,4585
C28628,M065,D019,2019,13695,28257
C47322,M072,D009,2001,209686,2189
C46710,M007,D013,1992,134345,2167
C19697,M011,D026,2003,142405,6233
C16983,M061,D007,1996,88989,3739
C14541,M043,D031,2016,48439,82475
C01228,M039,D004,2014,46758,26520
C10051,M084,D027,2005,147749,6124
C35173,M013,D039,1991,303866,557
C42915,M020,D041,1990,199354,876
C07176,M022,D045,2003,86752,4868
C32470,M089,D019,1994,309017,546
C41750,M059,D021,1985,270923,772
C18003,M001,D017,2004,149557,9671
C05081,M008,D029,2004,129596,10360
C01184,M024,D001,2019,22543,48043
C28499,M028,D012,2016,52652,13272
C00280,M003,D047,1996,118258,4217
C35645,M073,D007,2009,96655,8956
C23767,M072,D029,2011,37912,15840
C33471,M101,D047,2015,56747,29500
C18903,M063,D030,1997,144189,3934
C45044,M011,D017,2018,31257,36898
C24027,M032,D014,2013,53541,13122
C14604,M073,D043,1991,179780,1391
C38732,M024,D050,1999,221904,2797
C28570,M068,D010,2012,63105,19167
C11772,M007,D028,2013,87696,12479
C02831,M034,D029,2011,54291,13564
C05342,M013,D007,1992,195077,1622
C02035,M054,D022,2016,54671,31105
C41385,M006,D023,1991,217109,1674
C44564,M065,D021,2011,63047,12363
C25938,M069,D050,1991,110959,9660
C02327,M022,D013,1999,56338,4573
C46239,M008,D040,2016,55296,39191
C03694,M095,D001,2014,30613,38607
C10389,M025,D037,2007,106154,8650
C01401,M027,D037,2004,156636,3119
C39135,M032,D049,2013,53381,13135
C17037,M030,D033,2005,83855,8890
C42280,M072,D017,1995,162524,2206
C03917,M001,D017,1999,105587,9769
C33657,M043,D013,2003,141209,17816
C16578,M026,D004,2002,130485,8541
C21457,M072,D043,2019,28675,28494
C34758,M007,D025,2002,58414,7303
C41800,M012,D027,2012,100767,9768
C02731,M070,D031,2015,40234,40950
C48351,M050,D047,2007,41526,12824
C20511,M059,D047,1991,84830,5531
C05412,M034,D013,2017,7325,26523
C03641,M106,D047,2007,128692,16845
C37121,M019,D007,1989,109531,3036
C17281,M022,D014,1990,194040,869
C14014,M015,D041,1996,228036,2752
C32902,M018,D050,2019,2000,43740
C04278,M050,D050,2011,77436,13286
C47841,M058,D049,2001,97108,5901
C27096,M001,D008,1995,191373,3727
C35765,M008,D049,2016,44645,41877
C31307,M008,D050,2012,52406,30570
C06312,M001,D013,1990,227208,1941
C38777,M040,D010,2002,171982,4555
C17701,M017,D023,2008,73064,15363
C30575,M022,D007,2004,91730,5023
C17709,M073,D019,2018,9998,28131
C18599,M072,D026,2012,94897,11630
C48119,M013,D040,1989,329531,381
C19244,M070,D031,1999,191253,4525
C02182,M002,D005,2017,37965,30193
C10281,M032,D037,1988,263725,448
C15695,M026,D016,1987,171790,2240
C15398,M045,D035,1992,205940,5266
C35782,M073,D040,2005,107179,6349
C44970,M005,D008,1985,297691,391
C11211,M014,D024,2008,79901,11205
C14241,M041,D049,1995,130381,2443
C44894,M052,D013,2013,77366,25607
C36874,M099,D041,1996,196396,2754
C01166,M007,D033,1999,131279,3541
C30325,M059,D006,2019,35129,49291
C20347,M044,D045,1992,160348,1430
C04158,M058,D010,1996,169775,2382
C40338,M035,D003,1992,200629,1836
C48187,M073,D025,2008,66549,10322
C37301,M010,D046,2002,162040,3180
C08240,M053,D037,2000,120465,6421
C09061,M069,D014,2005,110565,24638
C01953,M013,D009,2010,85758,12890
C43698,M042,D042,2000,202034,2773
C43483,M014,D035,2016,28858,26372
C36243,M026,D003,2013,57378,30039
C35514,M006,D036,1991,123140,3696
C38081,M074,D046,2001,93359,23697
C36598,M109,D028,2021,16461,46704
C18573,M032,D050,1994,245195,794
C23920,M027,D047,2009,80280,7797
C06632,M071,D048,2010,52793,16076
C06391,M068,D009,2010,81033,14869
C06651,M055,D046,2006,86844,7599
C34341,M018,D012,1990,70813,4218
C21736,M028,D012,1995,177701,1275
C30041,M046,D044,2008,82016,11548
C33628,M021,D006,1997,170972,1583
C20083,M018,D005,1986,155813,1702
C42125,M011,D016,1996,137549,4064
C42097,M016,D014,1998,87529,6768
C30632,M043,D048,2003,78946,28399
C12567,M023,D030,2011,107461,12293
C08977,M014,D009,2005,118029,6949
C43939,M021,D038,1996,157847,1653
C09021,M091,D018,1991,185633,1989
C49305,M067,D028,2014,62611,28599
C23389,M022,D027,1990,257098,491
C19940,M025,D031,2012,60004,16644
C15517,M028,D021,1987,209619,566
C24671,M099,D016,1991,239352,1342
C38073,M011,D050,2002,216443,3095
C18103,M025,D030,2008,74166,11608
C10394,M005,D028,2009,98681,10864
C12436,M003,D004,1993,225259,1400
C15215,M033,D033,2018,16386,46788
C39612,M107,D030,1992,162195,2418
C25900,M016,D044,2019,28814,39978
C17236,M002,D032,2015,34869,26911
C39044,M002,D011,1994,142267,3115
C03106,M030,D015,2019,35120,30941
C42630,M011,D001,1985,181056,1360
C30990,M006,D016,2003,82264,11113
C24251,M003,D034,2013,79143,17415
C45323,M020,D004,1988,174619,950
C15554,M060,D020,2008,38340,15588
C49063,M040,D029,2011,98641,14842
C18656,M023,D047,2015,63000,21914
C09094,M017,D039,1986,204064,1253
C02332,M068,D017,2006,98528,10057
C48686,M054,D009,2011,44567,23732
C11683,M028,D016,2012,77844,8614
C46448,M023,D003,1989,141449,2178
C00580,M044,D007,1998,117616,3002
C20776,M060,D010,2019,24007,35254
C48786,M013,D050,2011,62888,16088
C07357,M064,D010,1993,210813,1500
C20425,M050,D036,1995,86900,4281
C19646,M016,D048,2019,33103,39001
C37454,M040,D013,1994,155440,3069
C25115,M014,D022,1991,226200,1096
C35042,M022,D035,2017,37246,17074
C48304,M017,D020,1991,308621,664
C48918,M004,D021,1990,294155,401
C13153,M022,D014,1993,147713,1570
C24101,M022,D024,1993,216449,870
C14887,M022,D026,1999,228557,1163
C05995,M059,D032,1999,92207,8950
C30111,M054,D015,2009,81312,16345
C30362,M060,D006,2017,38099,28444
C13243,M039,D040,2004,88529,10324
C01318,M030,D036,2005,92660,8353
C06810,M055,D035,1991,310098,407
C09142,M063,D013,2020,28345,40952
C44233,M019,D016,1995,112562,4427
C42055,M010,D050,2008,79572,8932
C32630,M022,D039,1991,229238,678
C20205,M013,D046,2001,134357,4914
C30923,M018,D049,1988,225561,1061
C07407,M013,D036,2001,105591,6130
C49095,M023,D022,1992,217797,1384
C35219,M053,D003,1984,202416,1118
C18843,M043,D030,2017,27614,99767
C26857,M022,D022,2002,119666,3573
C17521,M013,D038,2016,31274,27275
C36258,M006,D008,2016,60656,30564
C38376,M034,D013,2002,85215,6056
C16148,M093,D030,2012,63689,23697
C40926,M037,D013,2020,3340,46726
C39498,M072,D022,2021,6538,36724
C18717,M035,D043,1999,165574,3960
C24109,M030,D005,2014,66902,18178
C04181,M092,D035,2009,75266,9435
C18957,M034,D046,2014,39482,18147
C37705,M040,D015,2015,45924,27620
C48298,M004,D015,2014,38388,16077
C46420,M068,D043,2006,111225,9155
C44775,M007,D024,2004,158410,3967
C25828,M030,D011,2020,33722,33346
C07307,M011,D002,1993,237786,1400
C03116,M083,D019,2015,33606,21087
C21350,M027,D018,2010,54610,9879
C23894,M014,D013,1992,201679,1459
C17174,M012,D038,1999,43607,6029
C04423,M044,D039,2020,23181,24423
C08896,M040,D005,2012,59310,20789
C11467,M021,D041,2012,73402,9112
C46867,M006,D012,2000,152373,5333
C49381,M102,D018,1992,55694,7204
C20322,M044,D044,1995,149226,1914
C43569,M002,D029,2018,20377,35693
C46768,M006,D010,2016,22924,38368
C43611,M061,D026,2006,109943,6249
C37544,M060,D032,2012,66113,17096
C32496,M054,D039,2006,111469,10759
C02151,M092,D048,1993,133596,2110
C18160,M028,D022,2021,8860,23838
C32163,M013,D011,2009,153985,7148
C43776,M077,D036,1986,181129,2636
C32439,M005,D050,1996,226460,1582
C15125,M044,D031,2013,69021,11564
C25312,M003,D009,1988,141922,2054
C09635,M055,D013,1997,158067,2408
C03844,M067,D023,1993,184766,2756
C41302,M028,D040,2007,126188,4328
C38568,M006,D015,1991,230562,1483
C01272,M058,D027,2014,63259,17733
C43357,M011,D034,1996,156148,3494
C41427,M060,D048,2013,78917,16765
C28102,M008,D042,2012,66227,27967
C02070,M001,D039,2002,144336,8831
C40106,M022,D039,1995,89911,2792
C38407,M028,D018,1997,216965,1032
C07428,M028,D008,2017,25551,16676
C18978,M014,D034,2007,47616,12946
C05876,M098,D013,2018,28111,20740
C33977,M083,D007,2019,27562,28507
C24987,M053,D013,2020,20213,47489
C47497,M040,D032,2015,4000,34957
C14696,M097,D003,2022,6170,50668
C17690,M076,D018,2015,36939,23778
C29044,M069,D024,2011,70689,48818
C05116,M040,D044,2018,5456,42379
C32573,M018,D033,2018,29169,35346
C16689,M070,D049,2013,71504,29376
C21889,M022,D043,1996,180127,1462
C02732,M016,D015,1994,115967,4207
C21285,M023,D002,2002,86709,7842
C05542,M068,D045,1999,164947,3739
C43192,M028,D007,2007,124392,4389
C43774,M016,D028,2017,56821,29532
C22347,M015,D039,1995,143698,5329
C43828,M021,D035,2014,101794,8521
C49433,M023,D009,2018,28843,32995
C33579,M022,D032,1992,101899,2096
C15143,M023,D047,2018,33664,32089
C31408,M006,D033,2020,16385,51925
C31620,M041,D011,2016,48460,17687
C33874,M013,D029,1990,168265,1788
C37049,M083,D022,2008,90541,9136
C27988,M052,D032,1994,194711,2853
C16146,M040,D048,1998,147843,4264
C01504,M010,D024,1998,60153,5221
C46789,M015,D040,2016,51980,41973
C49549,M073,D042,1985,347859,196
C00903,M016,D047,2013,39929,25111
C31331,M050,D015,2006,146820,5648
C21855,M086,D017,1995,165714,3863
C19592,M040,D041,1993,208745,1815
C08597,M013,D025,1987,240816,771
C09058,M026,D021,1997,43196,11293
C48426,M065,D039,2014,64442,14963
C07360,M064,D015,1994,198910,1782
C00648,M026,D038,2008,102206,15805
C36521,M103,D038,2017,36797,46854
C25963,M003,D043,2020,5012,43411
C45752,M073,D017,1993,168132,1755
C26255,M073,D042,2000,86664,5278
C27185,M014,D037,2010,73614,13365
C44637,M030,D002,2004,165480,4421
C49833,M044,D025,2008,118439,5812
C34311,M040,D005,2012,110192,14566
C11912,M035,D049,2015,70321,23767
C24937,M022,D030,2011,33505,11699
C25282,M026,D037,1989,128846,3637
C27350,M018,D028,1991,217682,1391
C09196,M016,D020,2011,70862,18058
C42332,M015,D001,2019,27127,59473
C26691,M009,D002,1992,159371,1877
C12657,M010,D009,2008,52030,10709
C46958,M001,D012,1991,136755,4507
C25051,M046,D040,1994,192946,1883
C30381,M006,D004,2020,5829,54900
C02545,M027,D017,2000,138607,2766
C06840,M001,D040,2016,29838,50077
C05856,M070,D036,2002,134106,8905
C27401,M081,D017,2008,111659,28467
C36121,M020,D043,2008,65183,8317
C49020,M028,D030,1999,165265,1849
C37797,M021,D036,1989,224267,582
C46565,M030,D045,1991,228224,1072
C13169,M011,D009,2005,162969,6016
C33621,M002,D038,2006,83788,10780
C28676,M016,D015,1994,207022,1974
C14487,M016,D034,2005,119456,8529
C26622,M041,D009,1997,171288,1997
C31895,M044,D031,1999,219895,1359
C06416,M007,D029,2010,86044,10337
